HST_ID,X,X_err,Y,Y_err,F606W_Vegamag,F606W_mag_err,F814W_Vegamag,F814W_mag_err,N_detect,HST_Field,F098M_Vegamag,F098M_mag_err,F139M_Vegamag,F139M_mag_err,F153M_Vegamag,F153M_mag_err,F167N_Vegamag,F167N_mag_err,F130N_Vegamag,F130N_mag_err,GaiaDR3_ID,Gmag,BPmag,RPmag,RA,DEC,distance
GB09457293,4286.013,0.101,3992.651,0.070,24.713,0.027,21.443,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7585905,-29.0758025,38.832227540829045
GB16637026,3834.446,0.224,5538.147,0.056,,,22.366,0.072,2,HD43_ACSWFC,20.373,0.029,18.465,0.020,18.063,0.033,17.839,0.049,,,,,,,267.7643141,-29.0586219,38.834449153132745
GB07268050,5496.953,0.141,4595.153,0.080,23.737,0.029,21.111,0.001,4,HD43_ACSWFC,19.632,0.019,17.922,0.016,17.543,0.025,17.236,0.033,,,,,,,267.7431901,-29.0691083,38.83774826290543
GB04586087,4745.392,0.047,5873.575,0.016,23.361,0.013,20.602,0.051,4,HD43_ACSWFC,19.021,0.012,17.436,0.010,17.143,0.017,16.920,0.025,,,,,,,267.7527322,-29.0548967,38.83881014535476
GB14008624,3960.130,0.111,5663.947,0.034,25.308,,22.037,0.020,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7627164,-29.0572244,38.84436352231289
GB20898084,4159.991,0.106,4042.346,0.057,,,23.012,0.168,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7601911,-29.0752493,38.84610832304558
GB15171118,3618.659,0.063,5049.824,0.039,25.197,0.014,22.181,0.008,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7670622,-29.0640488,38.846634677838345
GB13331641,3646.893,0.147,5184.455,0.050,25.412,0.017,21.952,0.003,4,HD43_ACSWFC,19.963,0.022,18.077,0.016,17.714,0.026,17.577,0.040,,,,,,,267.7667018,-29.0625525,38.851867115197116
GB17688359,3619.486,0.056,5056.614,0.053,25.926,,22.502,0.009,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7670527,-29.0639737,38.8550443676725
GB14657726,4872.912,0.008,5843.232,0.212,,,22.117,0.061,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7511116,-29.0552343,38.86316002940004
GB11198855,4789.991,0.641,5865.452,0.188,24.122,0.185,21.680,0.006,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7521654,-29.0549872,38.863714800464585
GB19207575,3611.420,0.201,4988.103,0.055,,,22.714,0.031,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671549,-29.0647349,38.87652190333574
GB20322276,3623.618,0.018,4748.661,0.032,,,22.896,0.016,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7670024,-29.0673964,38.87765333859732
GB00603867,5493.855,0.007,4583.369,0.030,19.655,0.017,17.970,0.027,4,HD43_ACSWFC,16.849,0.004,15.777,0.004,15.561,0.007,15.413,0.010,,,,19.023,20.185,17.504,267.7432296,-29.0692393,38.8800403131203
GB01586933,3612.105,0.031,4997.009,0.008,23.486,,19.461,0.002,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671472,-29.0646361,38.88012551723135
GB14937310,4314.519,0.034,5851.852,0.171,25.303,,22.152,0.079,3,HD43_ACSWFC,20.384,0.029,18.464,0.020,18.222,0.037,17.818,0.048,,,,,,,267.7582078,-29.0551366,38.88616868468183
GB08526384,4718.545,0.089,5879.294,0.104,24.657,0.014,21.308,0.012,4,HD43_ACSWFC,19.347,0.015,17.403,0.010,17.018,0.016,16.778,0.023,,,,,,,267.7530734,-29.0548331,38.89711813768484
GB02805116,3739.618,0.014,5405.514,0.017,22.032,0.006,20.097,0.020,4,HD43_ACSWFC,18.915,0.012,17.648,0.012,17.353,0.020,17.163,0.030,,,,,,,267.7655208,-29.0600958,38.9025425645037
GB01014384,4968.479,0.011,4025.178,0.041,22.478,0.023,18.805,0.002,4,HD43_ACSWFC,16.674,0.005,14.477,0.003,14.039,0.005,13.695,0.006,,,4057339266770771712,20.259,22.976,19.145,267.7499132,-29.0754425,38.90571893354961
GB15780639,5463.477,0.156,5324.603,0.017,25.616,,22.257,,2,HD43_ACSWFC,20.162,0.025,18.262,0.017,17.867,0.028,17.635,0.042,,,,,,,267.7436067,-29.0609992,38.90721718656192
GB21405912,4046.195,0.104,4104.818,0.305,,,23.145,0.003,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7616372,-29.0745545,38.914261155233554
GB19976589,3840.156,0.097,5548.452,0.173,,,22.836,0.017,2,HD43_ACSWFC,20.965,0.043,18.914,0.027,18.516,0.046,18.433,0.077,,,,,,,267.7642414,-29.0585074,38.92535561989945
GB18416530,4297.951,0.172,5847.954,0.124,25.809,,22.601,,2,HD43_ACSWFC,20.878,0.041,18.973,0.029,18.610,0.050,18.529,0.084,,,,,,,267.7584200,-29.0551796,38.92561669437331
GB19186915,5288.011,0.050,4248.457,0.032,,,22.711,0.077,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7458490,-29.0729615,38.9272436663825
GB11808638,4853.236,0.161,5851.088,0.093,25.190,,21.759,0.018,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7513605,-29.0551467,38.93693299107026
GB12929097,4526.030,0.044,5888.774,0.585,,,21.902,0.086,2,HD43_ACSWFC,20.116,0.024,18.238,0.017,17.962,0.031,17.591,0.040,,,,,,,267.7555202,-29.0547271,38.942469384065795
GB18713210,4641.461,0.082,3945.671,0.113,,,22.643,0.014,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7540711,-29.0763254,38.94535782098105
GB20427006,3682.252,0.125,5294.404,0.054,,,22.916,0.037,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7662512,-29.0613306,38.97651942867897
GB18831492,3647.581,0.053,5198.526,0.158,25.768,,22.659,0.043,3,HD43_ACSWFC,20.731,0.038,18.834,0.026,18.480,0.045,18.280,0.069,,,,,,,267.7666918,-29.0623958,38.98106158785859
GB16733879,5097.420,0.086,5743.018,0.020,25.177,0.050,22.378,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7482581,-29.0563483,38.989150363259284
GB04620554,4910.363,0.095,3999.675,0.062,23.827,0.011,20.610,0.027,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7506522,-29.0757258,38.99886789247955
GB05334127,4240.170,0.064,5830.459,0.077,24.024,0.046,20.762,0.003,4,HD43_ACSWFC,18.880,0.011,17.123,0.009,16.791,0.014,16.615,0.021,,,,,,,267.7591541,-29.0553744,38.99905360505317
GB13212570,3659.125,0.064,5235.578,0.034,25.086,0.056,21.937,0.041,4,HD43_ACSWFC,20.049,0.023,18.232,0.017,17.818,0.027,17.662,0.043,,,,,,,267.7665458,-29.0619843,39.000693921353104
GB16411690,4696.480,0.134,3949.190,0.082,25.345,0.037,22.337,0.077,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7533718,-29.0762863,39.00273487012971
GB15596583,4798.833,0.104,5867.086,0.066,25.722,,22.234,0.009,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7520541,-29.0549692,39.004023160276624
GB19174967,3611.709,0.227,4809.124,0.069,,,22.710,0.005,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671531,-29.0667243,39.00413820603386
GB18315034,3605.913,0.172,4939.778,0.064,,,22.587,0.077,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672254,-29.0652720,39.00420246176363
GB01403182,4092.518,0.044,5761.299,0.032,22.777,0.006,19.297,0.004,4,HD43_ACSWFC,17.294,0.005,15.255,0.003,14.843,0.005,14.544,0.006,,,,,,,267.7610315,-29.0561426,39.01220976777024
GB16814787,5449.299,0.102,5360.105,0.165,25.540,,22.388,,2,HD43_ACSWFC,20.384,0.029,18.496,0.020,18.089,0.033,17.985,0.054,,,,,,,267.7437866,-29.0606046,39.018413218623074
GB14185694,3635.213,0.022,5157.253,0.104,25.372,0.083,22.059,0.081,4,HD43_ACSWFC,20.068,0.023,18.097,0.016,17.703,0.025,17.480,0.037,,,,,,,267.7668506,-29.0628548,39.01956926039832
GB07641624,3994.573,0.047,4137.545,0.168,24.908,,21.172,0.023,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7622942,-29.0741907,39.03464904377213
GB11551873,5065.924,0.064,5763.313,0.029,,,21.726,0.004,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7486590,-29.0561231,39.03564031399868
GB19928227,4020.917,0.261,5716.413,0.204,,,22.827,0.039,2,HD43_ACSWFC,20.733,0.037,18.860,0.026,18.578,0.047,18.393,0.074,,,,,,,267.7619421,-29.0566412,39.03675824746995
GB19908142,4319.776,0.380,3977.090,0.028,,,22.824,0.005,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7581604,-29.0759752,39.04044450970459
GB15117214,4624.464,0.029,3942.223,0.094,25.558,,22.174,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7542904,-29.0763648,39.050664277543206
GB00648384,4348.338,0.015,3969.370,0.041,19.586,0.013,18.079,,3,HD43_ACSWFC,,,,,,,,,,,4057339301130530048,,,,267.7577984,-29.0760615,39.052171968465565
GB09557520,4601.040,0.138,5892.819,0.036,24.636,0.032,21.457,0.033,4,HD43_ACSWFC,19.563,0.017,17.796,0.013,17.424,0.021,17.182,0.030,,,,,,,267.7545668,-29.0546824,39.05236769357296
GB13814655,3604.973,0.090,4880.348,0.194,25.618,0.112,22.013,0.002,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672379,-29.0659325,39.05972372665842
GB15979687,3966.300,0.088,5676.188,0.215,25.583,,22.282,0.003,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7626378,-29.0570884,39.06642808276706
GB20377819,4686.776,0.040,5887.604,0.104,,,22.906,0.002,2,HD43_ACSWFC,20.946,0.044,18.965,0.028,18.728,0.054,18.504,0.083,,,,,,,267.7534771,-29.0547406,39.06764868746833
GB14206796,5099.733,0.111,4089.488,0.275,25.479,0.045,22.061,0.147,4,HD43_ACSWFC,20.232,0.026,18.334,0.019,18.024,0.033,17.792,0.048,,,,,,,267.7482440,-29.0747280,39.075012320525104
GB13243867,4679.397,0.118,3945.456,0.054,25.247,0.142,21.941,0.031,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7535890,-29.0763278,39.076717393281065
GB17131246,3747.496,0.414,4407.697,0.625,,,22.429,0.268,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7654313,-29.0711868,39.077614656689576
GB00786393,4872.605,0.012,3984.725,0.028,22.077,0.015,18.389,0.006,4,HD43_ACSWFC,,,,,,,,,,,4057339266759091712,,,,267.7511324,-29.0758919,39.08583259100638
GB07559630,3604.669,0.042,4971.368,0.056,24.841,0.009,21.159,0.032,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672408,-29.0649208,39.102957961413175
GB16575288,4330.602,0.138,3972.430,0.008,,,22.358,0.052,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7580228,-29.0760270,39.10678942820098
GB13968440,3673.427,0.039,5281.631,0.054,25.232,0.080,22.032,0.005,4,HD43_ACSWFC,20.187,0.026,18.376,0.019,18.034,0.032,17.946,0.053,,,,,,,267.7663635,-29.0614725,39.10892622138576
GB03653643,3860.757,0.009,4255.525,0.028,22.596,0.008,20.367,0.001,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7639930,-29.0728785,39.127021995728015
GB12307285,4257.488,0.210,3993.840,0.247,25.226,,21.823,0.065,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7589511,-29.0757884,39.14464580143151
GB18503743,4842.377,0.043,3974.010,0.140,,,22.613,0.078,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7515166,-29.0760110,39.15594128565957
GB11098640,3819.838,0.048,5533.856,0.086,25.273,0.162,21.667,0.001,4,HD43_ACSWFC,19.604,0.017,17.629,0.012,17.173,0.018,16.950,0.025,,,,,,,267.7644998,-29.0586696,39.176689572174425
GB17872635,3701.623,0.158,5349.134,0.101,,,22.527,0.098,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7660044,-29.0607223,39.17841150498385
GB14043313,3615.473,0.076,5084.270,0.083,25.581,0.068,22.041,0.004,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671023,-29.0636660,39.18376132988883
GB08043810,5537.314,0.725,5127.433,0.340,24.788,,21.235,,2,HD43_ACSWFC,19.657,0.018,17.900,0.014,17.562,0.023,17.387,0.035,,,,,,,267.7426698,-29.0631909,39.18826437348908
GB01442702,5560.347,0.077,4929.671,0.035,23.014,,19.335,,2,HD43_ACSWFC,17.217,0.005,15.054,0.003,14.623,0.004,14.290,0.005,,,4057339473001379328,20.877,22.082,16.362,267.7423786,-29.0653891,39.19367866209128
GB01541324,5020.013,0.017,5792.898,0.100,23.542,0.042,19.423,0.006,4,HD43_ACSWFC,17.053,0.004,14.650,0.002,14.174,0.003,13.807,0.004,,,,,,,267.7492424,-29.0557942,39.20959792006276
GB00666949,4067.400,0.011,4082.497,0.020,20.516,0.008,18.123,0.005,4,HD43_ACSWFC,,,,,,,,,,,4057339301118695296,,,,267.7613679,-29.0748025,39.21196584554614
GB15309173,3708.679,0.062,5365.369,0.100,25.435,,22.198,0.049,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7659134,-29.0605416,39.21519161815695
GB18156731,3768.154,0.070,4368.673,0.102,25.764,,22.565,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7651661,-29.0716192,39.216660814838185
GB06040515,3680.948,0.035,5306.819,0.020,24.613,0.020,20.899,0.004,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7662676,-29.0611926,39.219149108095124
GB07065131,5429.491,0.095,5407.881,0.024,24.550,,21.078,0.014,3,HD43_ACSWFC,19.066,0.012,17.003,0.008,16.566,0.012,16.308,0.017,,,,,,,267.7440420,-29.0600748,39.22321739188968
GB08674208,5493.566,0.160,5275.173,0.149,24.514,,21.330,0.013,3,HD43_ACSWFC,19.431,0.016,17.555,0.012,17.300,0.020,17.062,0.028,,,,,,,267.7432287,-29.0615500,39.22367972728647
GB05754837,5514.166,0.070,4615.977,0.019,23.781,0.015,20.845,0.024,4,HD43_ACSWFC,19.144,0.013,17.473,0.011,17.133,0.017,16.971,0.026,,,,,,,267.7429712,-29.0688769,39.224174007419954
GB16760527,5532.230,0.253,5154.034,0.079,25.755,,22.381,,2,HD43_ACSWFC,20.454,0.030,18.560,0.021,18.147,0.035,17.936,0.053,,,,,,,267.7427342,-29.0628953,39.233791785584096
GB04015939,3891.891,0.114,5615.560,0.067,,,20.464,0.020,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7635831,-29.0577617,39.239366188768486
GB15232224,4842.941,0.142,5862.403,0.024,,,22.189,0.028,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7514924,-29.0550211,39.25794091988083
GB18356166,4344.329,0.150,5869.497,0.062,25.661,,22.592,0.003,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7578310,-29.0549410,39.26241572338318
GB21208186,3616.310,0.111,4734.979,0.035,,,23.088,0.095,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7670954,-29.0675484,39.26356479276872
GB17979339,3606.990,0.180,5041.347,0.032,,,22.541,0.093,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672106,-29.0641430,39.26473074837961
GB15373796,5082.523,0.350,4073.387,0.032,,,22.206,0.007,2,HD43_ACSWFC,20.184,0.025,18.245,0.017,17.907,0.030,17.616,0.041,,,,,,,267.7484628,-29.0749070,39.266823492325756
GB05224242,5423.270,0.070,4412.689,0.064,24.300,0.083,20.740,0.054,4,HD43_ACSWFC,18.586,0.009,16.472,0.006,16.072,0.009,15.757,0.012,,,,,,,267.7441283,-29.0711363,39.27172251647292
GB15625981,3647.522,0.028,5222.949,0.353,,,22.238,0.019,2,HD43_ACSWFC,20.244,0.027,18.478,0.020,18.184,0.036,18.029,0.057,,,,,,,267.7666934,-29.0621247,39.27929756651869
GB01060136,4816.094,0.018,5870.419,0.023,22.564,0.006,18.876,0.009,4,HD43_ACSWFC,16.739,0.004,14.576,0.002,14.151,0.003,13.798,0.004,,,4057339507361026944,20.482,22.251,18.647,267.7518336,-29.0549320,39.29542931420044
GB16487545,5422.359,0.043,5422.883,0.135,25.544,,22.346,,2,HD43_ACSWFC,20.408,0.032,18.503,0.047,18.299,0.054,18.081,0.082,,,,,,,267.7441285,-29.0599068,39.29582806925121
GB11886237,4094.563,0.088,5770.671,0.039,25.300,,21.769,0.025,3,HD43_ACSWFC,19.779,0.021,17.841,0.015,17.506,0.024,17.235,0.034,,,,,,,267.7610066,-29.0560386,39.29811882775772
GB17307956,4466.125,0.085,3941.763,0.145,25.795,,22.452,0.026,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7563014,-29.0763685,39.299016987952385
GB19621394,3718.807,0.147,5388.967,0.178,,,22.778,0.031,2,HD43_ACSWFC,20.913,0.043,18.970,0.028,18.665,0.050,18.359,0.072,,,,,,,267.7657856,-29.0602796,39.30272864213107
GB19404152,4265.720,0.160,5847.592,0.166,,,22.744,0.036,2,HD43_ACSWFC,20.789,0.038,18.907,0.027,18.582,0.048,18.132,0.061,,,,,,,267.7588292,-29.0551840,39.3032854930239
GB00960219,4389.637,0.024,3953.544,0.017,22.244,0.021,18.716,0.008,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7572726,-29.0762370,39.30974496652176
GB07847882,5499.038,0.440,4566.580,0.048,24.770,,21.204,0.005,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7431627,-29.0694257,39.31226116116051
GB15176078,4491.466,0.036,5895.660,0.004,25.458,,22.182,,2,HD43_ACSWFC,20.372,0.029,18.557,0.021,18.158,0.035,17.957,0.054,,,,,,,267.7559599,-29.0546500,39.32013711311037
GB11852613,3902.807,0.081,5629.052,0.080,24.989,0.011,21.765,0.013,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7634442,-29.0576118,39.323234977918865
GB00559279,4826.285,0.004,3965.154,0.036,19.465,0.006,17.856,0.011,4,HD43_ACSWFC,,,,,,,,,,,4057339262463156480,,,,267.7517214,-29.0761093,39.331778798201206
GB17294258,3734.833,0.129,4415.624,0.085,,,22.450,0.084,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7655921,-29.0710986,39.347493301673936
GB11944887,5126.034,0.181,4098.127,0.062,25.050,0.020,21.777,0.020,4,HD43_ACSWFC,19.799,0.020,17.902,0.014,17.579,0.024,17.346,0.034,,,,,,,267.7479096,-29.0746320,39.35506400033028
GB00770207,3894.828,0.022,5622.528,0.023,21.804,0.005,18.355,0.013,4,HD43_ACSWFC,16.344,0.003,14.337,0.002,13.927,0.003,13.634,0.004,,,,19.845,,,267.7635457,-29.0576843,39.35631545731242
GB18745269,3596.842,0.160,4912.333,0.067,,,22.647,0.076,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7673410,-29.0655770,39.35742384581604
GB17231883,4074.007,0.332,4073.668,0.048,25.835,,22.442,0.081,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7612850,-29.0749010,39.379242269053805
GB22106847,4141.137,0.401,4036.075,0.077,,,23.660,0.158,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7604309,-29.0753189,39.403423418849115
GB09243139,4305.594,0.109,5862.859,0.041,24.818,0.016,21.413,0.013,4,HD43_ACSWFC,19.385,0.015,17.345,0.010,16.974,0.016,16.661,0.021,,,,,,,267.7583223,-29.0550145,39.40806582222996
GB07829563,5440.813,0.141,4435.963,0.131,24.904,0.018,21.201,0.042,4,HD43_ACSWFC,19.073,0.013,16.924,0.008,16.522,0.012,16.185,0.015,,,,,,,267.7439051,-29.0708776,39.41239410518384
GB10411517,4706.229,0.151,5894.305,0.034,24.999,,21.575,0.050,3,HD43_ACSWFC,19.724,0.019,17.698,0.012,17.308,0.020,17.033,0.027,,,,,,,267.7532286,-29.0546660,39.4271212309775
GB02605787,5278.714,0.017,4220.768,0.041,22.179,0.002,20.020,0.012,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7459676,-29.0732692,39.43201214888595
GB00844231,3684.133,0.021,5327.098,0.025,22.027,0.020,18.506,0.003,4,HD43_ACSWFC,16.526,0.003,14.560,0.002,14.145,0.003,13.899,0.004,,,4057339404198099584,20.000,22.135,18.632,267.7662269,-29.0609672,39.43261332887371
GB21659238,4005.328,0.020,5717.524,0.271,,,23.238,0.008,2,HD43_ACSWFC,21.385,0.060,19.350,0.037,19.048,0.068,18.856,0.110,,,,,,,267.7621402,-29.0566288,39.43354800269931
GB20595303,3618.314,0.034,5130.931,0.004,,,22.948,0.024,2,HD43_ACSWFC,21.138,0.050,18.891,0.027,18.463,0.044,18.341,0.071,,,,,,,267.7670657,-29.0631473,39.43365826220349
GB05294549,4193.778,0.037,4010.846,0.006,23.088,0.026,20.754,0.010,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7597620,-29.0755994,39.435103242082945
GB17707387,4350.513,0.203,5875.624,0.039,25.767,,22.505,0.061,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7577523,-29.0548730,39.4416809702932
GB16026944,5451.406,0.057,5379.172,0.167,25.546,,22.288,,2,HD43_ACSWFC,20.322,0.028,18.375,0.019,17.909,0.029,17.748,0.045,,,,,,,267.7437597,-29.0603927,39.44557284415986
GB12386427,4064.174,0.089,5757.122,0.055,,,21.833,0.024,2,HD43_ACSWFC,19.823,0.025,17.860,0.015,17.479,0.024,17.230,0.033,,,,,,,267.7613919,-29.0561888,39.449547787277545
GB16821670,5176.240,0.227,4130.820,0.003,,,22.389,0.022,2,HD43_ACSWFC,20.625,0.037,18.671,0.035,18.187,0.046,18.005,0.072,,,,,,,267.7472709,-29.0742688,39.45156576200728
GB15189297,4725.628,0.426,5892.472,0.010,,,22.183,0.026,2,HD43_ACSWFC,20.327,0.029,18.498,0.021,18.123,0.035,17.897,0.052,,,,,,,267.7529832,-29.0546866,39.46009577827203
GB19363408,3596.824,0.070,4845.401,0.040,,,22.738,0.080,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7673419,-29.0663210,39.46316771346882
GB18003031,3605.060,0.090,5063.650,0.001,,,22.544,0.009,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672349,-29.0638951,39.46364252321273
GB00657953,4899.759,0.023,5850.268,0.011,21.957,0.013,18.102,0.005,4,HD43_ACSWFC,15.901,0.002,13.628,0.001,13.127,0.002,12.772,0.002,,,,19.686,21.248,17.696,267.7507704,-29.0551562,39.46598216145962
GB01125794,4073.727,0.026,5763.826,0.023,22.471,0.014,18.971,0.022,4,HD43_ACSWFC,16.964,0.004,14.941,0.003,14.502,0.004,14.220,0.005,,,4057339404198271488,20.471,,,267.7612704,-29.0561144,39.480543620992215
GB00188207,3995.420,0.039,4122.657,0.022,18.220,0.005,16.571,0.021,4,HD43_ACSWFC,,,,,,,,,,,4057339301118687744,,,,267.7622825,-29.0743559,39.489543187134075
GB14987896,3757.198,0.056,4373.055,0.067,25.553,0.166,22.158,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7653074,-29.0715711,39.490386613630896
GB07819063,4033.495,0.070,5738.991,0.031,24.704,0.066,21.200,0.011,4,HD43_ACSWFC,19.132,0.013,17.067,0.008,16.662,0.013,16.383,0.017,,,,,,,267.7617820,-29.0563903,39.49926704316608
GB02988582,3651.162,0.027,4583.847,0.024,24.138,0.062,20.162,0.022,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7666540,-29.0692284,39.508512687464695
GB05237940,5481.964,0.134,5320.798,0.038,23.894,,20.743,0.013,3,HD43_ACSWFC,18.875,0.012,17.088,0.009,16.771,0.014,16.537,0.020,,,,,,,267.7433736,-29.0610425,39.51044142585442
GB01774689,5109.654,0.100,4082.722,0.031,23.148,0.022,19.598,0.002,4,HD43_ACSWFC,17.589,0.006,15.459,0.004,15.013,0.005,14.684,0.006,,,,,,,267.7481180,-29.0748032,39.51530606071114
GB16106708,3773.087,0.079,4347.729,0.035,25.562,,22.298,0.011,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7651054,-29.0718531,39.53733152679404
GB16357776,4311.761,0.048,3966.254,0.020,,,22.330,0.022,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7582624,-29.0760956,39.544539054975964
GB19458196,3697.191,0.041,4474.061,0.028,,,22.752,0.018,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7660701,-29.0704489,39.547250805975914
GB15014329,5458.229,0.108,5372.579,0.214,25.340,,22.162,0.026,3,HD43_ACSWFC,20.201,0.025,18.330,0.018,17.926,0.030,17.761,0.046,,,,,,,267.7436748,-29.0604669,39.55802462175153
GB13866905,4084.121,0.090,4062.233,0.073,25.402,0.203,22.019,0.007,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7611555,-29.0750278,39.564653606031065
GB05850399,5544.548,0.017,5139.655,0.023,23.044,,20.863,,2,HD43_ACSWFC,19.634,0.018,18.397,0.019,18.077,0.033,17.880,0.051,,,,,,,267.7425777,-29.0630551,39.578469697325204
GB14170303,4097.892,0.041,4053.978,0.099,,,22.057,0.079,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7609805,-29.0751198,39.57930451904513
GB18913225,4423.608,0.014,5893.829,0.134,25.949,,22.671,,2,HD43_ACSWFC,20.810,0.040,19.054,0.030,18.694,0.053,18.388,0.076,,,,,,,267.7568250,-29.0546718,39.580868835064564
GB16837679,3591.337,0.114,4945.828,0.093,25.385,0.017,22.391,0.050,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7674106,-29.0652046,39.59319945634931
GB20878788,5130.737,0.378,5739.723,0.053,,,23.008,0.003,2,HD43_ACSWFC,20.655,0.037,18.419,0.022,18.079,0.040,17.632,0.050,,,,,,,267.7478354,-29.0563855,39.59966005053116
GB11248032,3593.220,0.095,4989.840,0.081,25.262,,21.686,0.048,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7673850,-29.0647152,39.60382541187933
GB21284014,3737.806,0.084,5436.619,0.076,,,23.109,0.067,2,HD43_ACSWFC,21.073,0.048,19.339,0.037,18.900,0.063,18.920,0.118,,,,,,,267.7655436,-29.0597500,39.604036327349505
GB14534269,3663.641,0.100,4544.535,0.004,,,22.102,0.017,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7664958,-29.0696654,39.60462856816015
GB12383802,3612.126,0.161,4711.698,0.094,25.698,0.098,21.833,0.031,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671488,-29.0678071,39.61104651941943
GB06994583,5570.445,0.007,4879.815,0.052,24.383,,21.066,,2,HD43_ACSWFC,19.112,0.013,17.283,0.010,16.973,0.016,16.743,0.022,,,,,,,267.7422506,-29.0659433,39.62140982063534
GB10353697,3596.656,0.048,5033.108,0.119,25.088,,21.567,0.003,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7673409,-29.0642343,39.63147735107169
GB02804331,5028.026,0.031,5800.856,0.028,23.788,0.046,20.096,0.035,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7491405,-29.0557058,39.63814683104858
GB00042020,3868.057,0.027,5605.909,0.052,16.083,0.000,15.030,0.001,4,HD43_ACSWFC,14.260,0.001,13.550,0.001,13.427,0.002,13.347,0.003,,,4057339404198192640,15.766,16.262,14.722,267.7638862,-29.0578689,39.645026826567275
GB15526123,4956.832,0.437,4000.177,0.261,25.661,,22.225,0.077,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7500604,-29.0757201,39.646782797231026
GB13353763,3708.158,0.015,4447.377,0.038,25.342,0.055,21.955,0.027,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7659309,-29.0707455,39.65064365894863
